STATION_ID,READING_DATE,READING_TIME,DEPTH_TO_WATER,WATER_LEVEL,COMMENTS,USER_NAME,STATION_NAME,PALESTINE_NORTH,PALESTINE_EAST,Year,Month,Day
AL1005,20-Apr-77,1200,75.81,518.19,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1977,4,20
AL1005,16-May-77,1200,76.02,517.98,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1977,5,16
AL1005,15-Jun-77,1200,76.81,517.19,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1977,6,15
AL1005,24-Jul-77,1200,77.13,516.87,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1977,7,24
AL1005,5-Feb-78,1200,75.95,518.05,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1978,2,5
AL1005,19-Mar-78,1200,76.1,517.9,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1978,3,19
AL1005,23-Mar-78,1200,74.17,519.83,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1978,3,23
AL1005,30-Nov-81,1200,78.87,515.13,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1981,11,30
AL1005,4-Jan-82,1200,78.7,515.3,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1982,1,4
AL1005,22-Feb-82,1200,77.1,516.9,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1982,2,22
AL1005,20-Mar-82,1200,76.69,517.31,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1982,3,20
AL1005,12-Jan-85,1200,79.94,514.06,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,1,12
AL1005,18-Feb-85,1200,79.18,514.82,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,2,18
AL1005,14-Mar-85,1200,78.54,515.46,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,3,14
AL1005,24-Apr-85,1200,78.5,515.5,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,4,24
AL1005,22-May-85,1200,78.68,515.32,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,5,22
AL1005,24-Jun-85,1200,79.19,514.81,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,6,24
AL1005,23-Jul-85,1200,79.71,514.29,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,7,23
AL1005,19-Aug-85,1200,80.12,513.88,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,8,19
AL1005,23-Sep-85,1200,80.55,513.45,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,9,23
AL1005,21-Oct-85,1200,80.77,513.23,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,10,21
AL1005,27-Nov-85,1200,81.1,512.9,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,11,27
AL1005,22-Dec-85,1200,81.28,512.72,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1985,12,22
AL1005,27-Jan-86,1200,81.13,512.87,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1986,1,27
AL1005,24-Feb-86,1200,81,513,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1986,2,24
AL1005,22-Mar-86,1200,80.24,513.76,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1986,3,22
AL1005,21-Apr-86,1200,80.22,513.78,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1986,4,21
AL1005,11-Jun-86,1200,80.52,513.48,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1986,6,11
AL1005,15-Jul-86,1200,81.18,512.82,R,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,1986,7,15
AL1005,25-Feb-01,1200,96.5,497.5,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2001,2,25
AL1005,25-Jun-01,1200,128.15,465.85,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2001,6,25
AL1005,18-Jul-01,1200,131.8,462.2,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2001,7,18
AL1005,17-Oct-01,1200,140.6,453.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2001,10,17
AL1005,22-Nov-01,1200,140,454,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2001,11,22
AL1005,31-Dec-01,1200,130.38,463.62,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2001,12,31
AL1005,30-Jan-02,1200,129.8,464.2,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,1,30
AL1005,13-Mar-02,1200,129.93,464.07,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,3,13
AL1005,22-May-02,1200,121.75,472.25,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,5,22
AL1005,16-Jul-02,1200,163.5,430.5,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,7,16
AL1005,16-Sep-02,1200,152.4,441.6,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,9,16
AL1005,22-Oct-02,1200,142.91,451.09,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,10,22
AL1005,13-Nov-02,1200,136.1,457.9,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2002,11,13
AL1005,22-Jan-03,1200,101.1,492.9,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2003,1,22
AL1005,18-May-03,1200,137.3,456.7,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2003,5,18
AL1005,24-Jul-03,1200,163.78,430.22,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2003,7,24
AL1005,17-Sep-03,1200,163.32,430.68,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2003,9,17
AL1005,9-Dec-03,1200,102.65,491.35,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2003,12,9
AL1005,14-Jan-04,1200,100.4,493.6,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,1,14
AL1005,17-Feb-04,1200,144.65,449.35,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,2,17
AL1005,17-Mar-04,1200,141,453,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,3,17
AL1005,22-Apr-04,1200,149,445,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,4,22
AL1005,18-May-04,1200,136.9,457.1,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,5,18
AL1005,22-Jun-04,1200,146.6,447.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,6,22
AL1005,21-Jul-04,1200,161.11,432.89,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,7,21
AL1005,30-Aug-04,1200,146.5,447.5,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,8,30
AL1005,22-Sep-04,1200,151.6,442.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,9,22
AL1005,19-Oct-04,1200,151.1,442.9,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,10,19
AL1005,23-Nov-04,1200,107.93,486.07,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,11,23
AL1005,21-Dec-04,1200,104.77,489.23,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2004,12,21
AL1005,27-Jan-05,1200,133.24,460.76,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,1,27
AL1005,17-Feb-05,1200,103.29,490.71,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,2,17
AL1005,10-Apr-05,1200,157.77,436.23,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,4,10
AL1005,18-May-05,1200,109.5,484.5,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,5,18
AL1005,23-Jun-05,1200,157.2,436.8,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,6,23
AL1005,20-Jul-05,1200,161.4,432.6,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,7,20
AL1005,18-Aug-05,1200,154.5,439.5,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,8,18
AL1005,22-Sep-05,1200,160.7,433.3,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,9,22
AL1005,19-Oct-05,1200,156.82,437.18,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,10,19
AL1005,23-Nov-05,1200,116.24,477.76,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,11,23
AL1005,21-Dec-05,1200,137.55,456.45,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2005,12,21
AL1005,24-Jan-06,1200,133.45,460.55,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,1,24
AL1005,21-Feb-06,1200,139,455,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,2,21
AL1005,21-Mar-06,1200,140.92,453.08,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,3,21
AL1005,18-Apr-06,1200,143.6,450.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,4,18
AL1005,16-May-06,1200,142.65,451.35,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,5,16
AL1005,18-Jun-06,1200,152.94,441.06,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,6,18
AL1005,16-Jul-06,1200,142.4,451.6,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,7,16
AL1005,22-Aug-06,1200,145.39,448.61,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,8,22
AL1005,19-Sep-06,1200,142.25,451.75,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,9,19
AL1005,17-Oct-06,1200,149.26,444.74,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,10,17
AL1005,21-Nov-06,1200,117.1,476.9,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,11,21
AL1005,10-Dec-06,1200,116.8,477.2,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2006,12,10
AL1005,14-Jan-07,1200,150.22,443.78,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,1,14
AL1005,15-Feb-07,1200,155.42,438.58,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,2,15
AL1005,15-Mar-07,1200,155.6,438.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,3,15
AL1005,17-Apr-07,1200,132.55,461.45,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,4,17
AL1005,14-May-07,1200,143.68,450.32,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,5,14
AL1005,12-Jun-07,1200,135.75,458.25,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,6,12
AL1005,25-Jul-07,1200,162.87,431.13,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,7,25
AL1005,16-Aug-07,1200,165.22,428.78,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,8,16
AL1005,11-Sep-07,1200,126,468,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,9,11
AL1005,8-Oct-07,1200,165.35,428.65,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,10,8
AL1005,13-Nov-07,1200,129.9,464.1,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,11,13
AL1005,11-Dec-07,1200,132.03,461.97,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2007,12,11
AL1005,11-Feb-08,1200,154.88,439.12,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,2,11
AL1005,15-Apr-08,1200,173.84,420.16,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,4,15
AL1005,9-Jun-08,1200,157.7,436.3,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,6,9
AL1005,15-Jul-08,1200,162.4,431.6,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,7,15
AL1005,11-Aug-08,1200,157.14,436.86,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,8,11
AL1005,14-Oct-08,1200,173.64,420.36,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,10,14
AL1005,15-Dec-08,1200,145.7,448.3,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2008,12,15
AL1005,13-Jan-09,1200,121.65,472.35,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2009,1,13
AL1005,16-Feb-09,1200,145,449,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2009,2,16
AL1005,16-Mar-09,1200,141.2,452.8,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2009,3,16
AL1005,14-Apr-09,1200,141.45,452.55,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2009,4,14
AL1005,15-Jun-09,1200,164.04,429.96,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2009,6,15
AL1005,11-Aug-09,1200,153.7,440.3,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2009,8,11
AL1005,15-Feb-10,1200,151.55,442.45,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2010,2,15
AL1005,15-Mar-10,1200,150.1,443.9,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2010,3,15
AL1005,26-Apr-10,1200,149.95,444.05,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2010,4,26
AL1005,18-May-10,1200,152.09,441.91,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2010,5,18
AL1005,15-Jun-10,1200,142.2,451.8,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2010,6,15
AL1005,15-Dec-10,1200,149.3,444.7,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2010,12,15
AL1005,8-Mar-11,1200,148.39,445.61,D,JABER,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2011,3,8
AL1005,8-Jun-11,1200,150.02,443.98,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2011,6,8
AL1005,25-Jul-11,1200,150.97,443.03,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2011,7,25
AL1005,17-Jan-12,1200,148.8,445.2,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2012,1,17
AL1005,15-Feb-12,1200,147.72,446.28,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2012,2,15
AL1005,9-May-12,1200,149.9,444.1,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2012,5,9
AL1005,12-Jun-12,1200,150.61,443.39,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2012,6,12
AL1005,4-Jul-12,1200,150.9,443.1,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2012,7,4
AL1005,11-Sep-12,1200,151.82,442.18,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2012,9,11
AL1005,15-Jan-13,1200,149.79,444.21,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,1,15
AL1005,12-Feb-13,1200,149.31,444.69,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,2,12
AL1005,6-May-13,1200,148.2,445.8,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,5,6
AL1005,9-Jun-13,1200,148.9,445.1,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,6,9
AL1005,22-Jul-13,1200,149.72,444.28,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,7,22
AL1005,15-Aug-13,1200,150.12,443.88,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,8,15
AL1005,4-Sep-13,1200,150.97,443.03,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,9,4
AL1005,5-Nov-13,1200,151.6,442.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2013,11,5
AL1005,22-Jan-14,1200,150.15,443.85,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,1,22
AL1005,24-Feb-14,1200,149.6,444.4,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,2,24
AL1005,9-Apr-14,1200,149.1,444.9,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,4,9
AL1005,15-Jul-14,1200,150.45,443.55,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,7,15
AL1005,10-Sep-14,1200,150.9,443.1,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,9,10
AL1005,10-Nov-14,1200,151.4,442.6,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,11,10
AL1005,22-Dec-14,1200,150.41,443.59,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2014,12,22
AL1005,25-Mar-15,1200,146.15,447.85,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2015,3,25
AL1005,20-May-15,1200,147.09,446.91,D,I_ALOKAILY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2015,5,20
AL1005,20-Jul-16,12,152.04,441.96, ,M_KARAGOGHLY,DP 4 (FAROUQ H.SHLAIF)(PP 144),1174440,276840,2016,7,20
AL1006,28-May-88,1200,103.8,466.2,recorder,JORDAN,DP 5 (PP 145),1177250,263680,1988,5,28
AL1006,25-Jun-88,1200,102.67,467.33, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,6,25
AL1006,19-Jul-88,1200,101.79,468.21, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,7,19
AL1006,23-Aug-88,1200,100.6,469.4, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,8,23
AL1006,27-Sep-88,1200,99.62,470.38, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,9,27
AL1006,30-Oct-88,1200,98.83,471.17, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,10,30
AL1006,27-Nov-88,1200,98.05,471.95, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,11,27
AL1006,28-Dec-88,1200,97.44,472.56, ,JORDAN,DP 5 (PP 145),1177250,263680,1988,12,28
AL1006,23-Jan-89,1200,96.9,473.1, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,1,23
AL1006,26-Feb-89,1200,96.35,473.65, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,2,26
AL1006,26-Mar-89,1200,95.92,474.08, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,3,26
AL1006,25-Apr-89,1200,95.49,474.51, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,4,25
AL1006,28-May-89,1200,95.06,474.94, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,5,28
AL1006,25-Jun-89,1200,94.75,475.25, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,6,25
AL1006,23-Jul-89,1200,94.47,475.53, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,7,23
AL1006,27-Aug-89,1200,94.17,475.83, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,8,27
AL1006,2-Oct-89,1200,93.91,476.09, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,10,2
AL1006,30-Oct-89,1200,93.73,476.27, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,10,30
AL1006,28-Nov-89,1200,93.56,476.44, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,11,28
AL1006,27-Dec-89,1200,93.42,476.58, ,JORDAN,DP 5 (PP 145),1177250,263680,1989,12,27
AL1006,28-Jan-90,1200,93.28,476.72, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,1,28
AL1006,25-Feb-90,1200,93.19,476.81, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,2,25
AL1006,25-Mar-90,1200,93.1,476.9, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,3,25
AL1006,15-Apr-90,1200,93.03,476.97, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,4,15
AL1006,30-Apr-90,1200,93,477, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,4,30
AL1006,29-May-90,1200,92.93,477.07, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,5,29
AL1006,24-Jun-90,1200,92.87,477.13, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,6,24
AL1006,26-Jul-90,1200,92.77,477.23, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,7,26
AL1006,30-Jul-90,1200,92.81,477.19, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,7,30
AL1006,24-Sep-90,1200,92.73,477.27, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,9,24
AL1006,28-Oct-90,1200,92.7,477.3, ,JORDAN,DP 5 (PP 145),1177250,263680,1990,10,28
